authors,original_publication_year,original_title,title,average_rating,ratings_count,image_url,small_image_url,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,book_id,work_ratings_count
Rosamunde Pilcher,1995,Coming Home,Coming Home,4.27,11355,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,685401,685401,962740,25,684856360,9.78E+12,7873,13172
"Tim LaHaye, Jerry B. Jenkins",2004,Glorious Appearing: The End of Days,"Glorious Appearing: The End of Days (Left Behind, #12)",3.96,10474,https://images.gr-assets.com/books/1402100211m/133767.jpg,https://images.gr-assets.com/books/1402100211s/133767.jpg,111126,111126,2457240,84,375727434,9.78E+12,7874,12340
John Sandford,2013,Silken Prey,"Silken Prey (Lucas Davenport, #23)",4.16,10456,https://images.gr-assets.com/books/1355077509m/16158527.jpg,https://images.gr-assets.com/books/1355077509s/16158527.jpg,18505836,18505836,19103182,13,62316869,9.78E+12,7875,13640
John Sandford,2012,,"Mad River (Virgil Flowers, #6)",4.17,11286,https://images.gr-assets.com/books/1341499403m/13593555.jpg,https://images.gr-assets.com/books/1341499403s/13593555.jpg,16256798,16256798,22300682,36,1885167776,9.78E+12,7876,13819
Anita Brookner,1984,Hotel du Lac,Hotel du Lac,3.56,11066,https://images.gr-assets.com/books/1346713260m/251665.jpg,https://images.gr-assets.com/books/1346713260s/251665.jpg,20980373,20980373,40357587,8,,,7877,12114
Mark Twain,1893,The Tragedy of Puddn'head Wilson,Pudd'nhead Wilson,3.74,11014,https://images.gr-assets.com/books/1473261603m/682793.jpg,https://images.gr-assets.com/books/1473261603s/682793.jpg,417524,417524,150331,15,670878553,9.78E+12,7878,13549
Emily Murdoch,2013,If You Find Me,If You Find Me,4.06,13683,https://images.gr-assets.com/books/1369597694m/15793231.jpg,https://images.gr-assets.com/books/1369597694s/15793231.jpg,511527,511527,499516,37,440867592,9.78E+12,7879,15455
Carl Hiaasen,1991,Native Tongue,"Native Tongue (Skink, #2)",3.94,10717,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1301153,1301153,1290335,53,60724617,9.78E+12,7880,11782
"Cynthia Rylant, Stephen Gammell",1985,The Relatives Came,The Relatives Came,4.2,13099,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,290039,290039,281390,15,743218574,9.78E+12,7881,13252
Ellen Hopkins,2012,Tilt,Tilt,4.2,12141,https://images.gr-assets.com/books/1346263814m/11133791.jpg,https://images.gr-assets.com/books/1346263814s/11133791.jpg,10374638,10374638,13897390,36,174275001X,9.78E+12,7882,12729
J.C. Reed,2013,,"Conquer Your Love (Surrender Your Love, #2)",4.01,16089,https://images.gr-assets.com/books/1370248780m/17569860.jpg,https://images.gr-assets.com/books/1370248780s/17569860.jpg,47697,47697,534309,4,811835928,9.78E+12,7883,19051
"Ken Robinson, Lou Aronica",2009,The Element: A New View of Human Capacity,The Element: How Finding Your Passion Changes Everything,3.89,9074,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7006562,7006562,7251072,16,785134530,9.78E+12,7884,11124
Geraldine Brooks,2015,The Secret Chord,The Secret Chord,3.55,9228,https://images.gr-assets.com/books/1428406962m/24611425.jpg,https://images.gr-assets.com/books/1428406962s/24611425.jpg,28802599,28802599,24952557,10,,,7885,11156
Rick Riordan,2014,,The Staff of Serapis (Percy Jackson & Kane Chronicles Crossover #2),4.31,11947,https://images.gr-assets.com/books/1397002787m/18752959.jpg,https://images.gr-assets.com/books/1397002787s/18752959.jpg,28735,28735,29234,15,886774632,9.78E+12,7886,15756
Amy Harmon,2013,A Different Blue,A Different Blue,4.22,14183,https://images.gr-assets.com/books/1364846607m/17443673.jpg,https://images.gr-assets.com/books/1364846607s/17443673.jpg,13451,13451,3048970,28,067103264X,9.78E+12,7887,19902
Chuck Klosterman,2008,Downtown Owl,Downtown Owl,3.53,9666,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,147844,147844,142679,27,756401933,9.78E+12,7888,10394
Terry Brooks,2001,Antrax,"Antrax (Voyage of the Jerle Shannara, #2)",3.94,12947,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,4102763,4102763,4149926,46,312539517,9.78E+12,7889,13617
Billy Collins,2001,Sailing Alone Around the Room: New and Selected Poems,Sailing Alone Around the Room: New and Selected Poems,4.24,10999,https://images.gr-assets.com/books/1403183272m/676.jpg,https://images.gr-assets.com/books/1403183272s/676.jpg,33732,33732,3409,41,037377138X,9.78E+12,7890,11254
Samantha Young,2013,Into the Deep,"Into the Deep (Into the Deep, #1)",4.09,19288,https://images.gr-assets.com/books/1373117694m/17970255.jpg,https://images.gr-assets.com/books/1373117694s/17970255.jpg,635083,635083,984587,21,688114490,9.78E+12,7891,19710
"Jennifer Crusie, Bob Mayer",2007,Agnes and the Hitman,Agnes and the Hitman,3.93,15848,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,17167572,17167572,21930358,30,006206777X,9.78E+12,7892,16850
Jennifer L. Armentrout,2014,Stone Cold Touch,"Stone Cold Touch (The Dark Elements, #2)",4.38,18262,https://images.gr-assets.com/books/1394110942m/17455815.jpg,https://images.gr-assets.com/books/1394110942s/17455815.jpg,14014,14014,972253,24,886774004,9.78E+12,7893,20527
Lori Nelson Spielman,2013,The Life List,The Life List,4.08,8301,https://images.gr-assets.com/books/1354593069m/16127237.jpg,https://images.gr-assets.com/books/1354593069s/16127237.jpg,3888,3888,7612,6,193361501X,9.78E+12,7894,12773
Kelley Armstrong,2013,The Rising,"The Rising (Darkness Rising, #3)",4.13,17452,https://images.gr-assets.com/books/1340062496m/11864728.jpg,https://images.gr-assets.com/books/1340062496s/11864728.jpg,24093,24093,1006377,20,590396439,9.78E+12,7895,18781
"Thomas Mann, John E. Woods, T.J. Reed",1901,Buddenbrooks: Verfall einer Familie,Buddenbrooks: The Decline of a Family,4.13,12049,https://images.gr-assets.com/books/1337128414m/80890.jpg,https://images.gr-assets.com/books/1337128414s/80890.jpg,26722820,26722820,45981532,35,778319334,9.78E+12,7896,15027
Anton Chekhov,1897,Дядя Ваня,Uncle Vanya,3.84,11418,https://images.gr-assets.com/books/1443337895m/231560.jpg,https://images.gr-assets.com/books/1443337895s/231560.jpg,8573642,8573642,13442466,14,62060759,9.78E+12,7897,13337
"James Patterson, Richard DiLallo",2011,The Christmas Wedding,The Christmas Wedding,3.32,12736,https://images.gr-assets.com/books/1327889901m/10844125.jpg,https://images.gr-assets.com/books/1327889901s/10844125.jpg,6419887,6419887,6609046,43,61730327,9.78E+12,7898,14248
T.A. Barron,1996,The Lost Years of Merlin,"The Lost Years (The Lost Years of Merlin, #1)",3.97,12146,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,280240,280240,271837,21,140558640,9.78E+12,7899,14928
Maria V. Snyder,2009,Storm Glass,"Storm Glass (Glass, #1)",3.95,18218,https://images.gr-assets.com/books/1327899480m/6080889.jpg,https://images.gr-assets.com/books/1327899480s/6080889.jpg,17910048,17910048,24241248,14,076532699X,9.78E+12,7900,20205
"Iris Murdoch, Mary Kinzie",1978,"The Sea, the Sea","The Sea, the Sea",3.9,10849,https://images.gr-assets.com/books/1302898449m/11229.jpg,https://images.gr-assets.com/books/1302898449s/11229.jpg,21437200,21437200,40747882,12,080417072X,9.78E+12,7901,12164
L. Ron Hubbard,1982,Battlefield Earth: A Saga of the Year 3000,Battlefield Earth: A Saga of the Year 3000,3.49,11671,https://images.gr-assets.com/books/1349316024m/769658.jpg,https://images.gr-assets.com/books/1349316024s/769658.jpg,15808816,15808816,22171084,17,425252868,9.78E+12,7902,13780
Mary Higgins Clark,1993,I'll Be Seeing You,I'll Be Seeing You,3.79,13804,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,22020052,22020052,26517398,11,,,7903,14668
Carol Burnett,2010,,This Time Together: Laughter and Reflection,4.05,10609,https://images.gr-assets.com/books/1320390701m/7521400.jpg,https://images.gr-assets.com/books/1320390701s/7521400.jpg,355,355,924656,32,345316509,9.78E+12,7904,12334
Ruth Ozeki,1998,My Year of Meats,My Year of Meats,3.93,10297,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,12081467,12081467,17049448,27,375868429,9.78E+12,7905,11143
"Samuel Shem, John Updike",1978,The House of God,The House of God,3.95,8812,https://images.gr-assets.com/books/1320486672m/401876.jpg,https://images.gr-assets.com/books/1320486672s/401876.jpg,166580,166580,160861,20,1840232048,9.78E+12,7906,10364
"Ayşe Kulin, John W. Baker",2002,Nefes Nefese,Last Train to Istanbul,3.81,6870,https://images.gr-assets.com/books/1370617022m/18045473.jpg,https://images.gr-assets.com/books/1370617022s/18045473.jpg,11686,11686,436251,36,375724427,9.78E+12,7907,11932
Pam Muñoz Ryan,2015,Echo,Echo,4.36,14864,https://images.gr-assets.com/books/1460587774m/22749539.jpg,https://images.gr-assets.com/books/1460587774s/22749539.jpg,26061591,26025992,45949484,19,,,7908,15642
"Aleksandr Solzhenitsyn, Edward E. Ericson Jr.",1973,"Архипелаг ГУЛАГ, 1918-1956",The Gulag Archipelago 1918-1956,4.15,10693,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,450573,450573,821971,14,573613311,9.78E+12,7909,12777
Suzanne Weyn,2004,The Bar Code Tattoo (Point Thriller),"The Bar Code Tattoo (Bar Code, #1)",3.55,14037,https://images.gr-assets.com/books/1443904058m/592089.jpg,https://images.gr-assets.com/books/1443904058s/592089.jpg,31555,31555,1981,24,688172172,9.78E+12,7910,14770
Kresley Cole,2013,MacRieve,"MacRieve (Immortals After Dark, #14)",4.3,17488,https://images.gr-assets.com/books/1360517706m/8158992.jpg,https://images.gr-assets.com/books/1360517706s/8158992.jpg,129523,129523,545467,52,425197956,9.78E+12,7911,20164
James Ellroy,1995,American Tabloid,"American Tabloid (Underworld USA, #1)",4.21,10193,https://images.gr-assets.com/books/1403181563m/36064.jpg,https://images.gr-assets.com/books/1403181563s/36064.jpg,25065522,25065522,44749694,17,1101983795,9.78E+12,7912,11525
Thomas E. Sniegoski,2010,"The Fallen and Leviathan (The Fallen, #1-2)","The Fallen and Leviathan (The Fallen, #1-2)",3.74,13676,https://images.gr-assets.com/books/1282266008m/7124101.jpg,https://images.gr-assets.com/books/1282266008s/7124101.jpg,56919,56919,52079,80,9707311169,9.79E+12,7913,14076
"José Saramago, Giovanni Pontiero",1982,Memorial do Convento,Baltasar and Blimunda,3.9,5321,https://images.gr-assets.com/books/1483229660m/2530.jpg,https://images.gr-assets.com/books/1483229660s/2530.jpg,24041443,24041443,43446244,37,055339231X,9.78E+12,7914,11867
Robert  Beatty,2015,Serafina and the Black Cloak,"Serafina and the Black Cloak (Serafina, #1)",3.9,12256,https://images.gr-assets.com/books/1420158894m/23507745.jpg,https://images.gr-assets.com/books/1420158894s/23507745.jpg,23341894,23341894,26212678,17,1484705270,9.78E+12,7915,14112
"Alan Dean Foster, George Lucas",1976,Star Wars: From the Adventures of Luke Skywalker,A New Hope  (Star Wars: Novelizations #4),4.07,10647,https://images.gr-assets.com/books/1408936775m/599090.jpg,https://images.gr-assets.com/books/1408936775s/599090.jpg,55095,55095,1417,24,316781460,9.78E+12,7916,12547
Nancy Thayer,2009,Summer House,Summer House,3.91,11460,https://images.gr-assets.com/books/1320412131m/6021523.jpg,https://images.gr-assets.com/books/1320412131s/6021523.jpg,25017,25017,2084098,31,60838590,9.78E+12,7917,12150
Jeffery Deaver,2002,The Stone Monkey,"The Stone Monkey (Lincoln Rhyme, #4)",3.94,11769,https://images.gr-assets.com/books/1336331827m/142545.jpg,https://images.gr-assets.com/books/1336331827s/142545.jpg,8689913,8689913,13562354,25,307588653,9.78E+12,7918,13676
J.D. Robb,2005,Origin in Death,"Origin in Death (In Death, #21)",4.34,16775,https://images.gr-assets.com/books/1410761398m/210243.jpg,https://images.gr-assets.com/books/1410761398s/210243.jpg,2049993,2049993,2054929,30,141383356,9.78E+12,7919,18687
Angela Johnson,2003,The First Part Last,"The First Part Last (Heaven, #2)",3.96,12689,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,12675109,12675109,17790487,19,,,7920,13062
"Christopher Chabris, Daniel Simons",2010,The Invisible Gorilla,The Invisible Gorilla: And Other Ways Our Intuitions Deceive Us,3.88,10080,https://images.gr-assets.com/books/1320530790m/7783191.jpg,https://images.gr-assets.com/books/1320530790s/7783191.jpg,5048174,5048174,5114779,82,,,7921,10826
Tami Hoag,2006,Prior Bad Acts,"Prior Bad Acts (Kovac and Liska, #3)",4.07,11454,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,8643220,8643220,13521050,9,1595144293,9.78E+12,7922,12674
Erin Hunter,2007,Firestar's Quest,"Firestar's Quest (Warriors Super Edition, #1)",4.32,14773,https://images.gr-assets.com/books/1363488985m/608906.jpg,https://images.gr-assets.com/books/1363488985s/608906.jpg,64666,64666,77298,70,330343475,9.78E+12,7923,15680
Jon Klassen,2012,This is Not My Hat,This is Not My Hat,4.23,14779,https://images.gr-assets.com/books/1360096324m/13531024.jpg,https://images.gr-assets.com/books/1360096324s/13531024.jpg,7469133,7469133,9552554,34,385532350,9.78E+12,7924,14941
Ramit Sethi,2009,I Will Teach You To Be Rich,I Will Teach You To Be Rich,4.04,10209,https://images.gr-assets.com/books/1404581320m/4924862.jpg,https://images.gr-assets.com/books/1404581320s/4924862.jpg,835495,835495,400452,26,152010661,9.78E+12,7925,11746
Nelson DeMille,2015,Radiant Angel,"Radiant Angel (John Corey, #7)",3.84,6590,https://images.gr-assets.com/books/1427202729m/23197346.jpg,https://images.gr-assets.com/books/1427202729s/23197346.jpg,2998814,2998814,3029303,22,1416978933,9.78E+12,7926,10607
"Karen Kingsbury, Gary Smalley",2004,Rejoice,"Rejoice (Redemption, #4)",4.45,11013,https://images.gr-assets.com/books/1406505041m/11436.jpg,https://images.gr-assets.com/books/1406505041s/11436.jpg,339026,339026,1214027,50,439670209,9.78E+12,7927,11597
Michio Kaku,2011,Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100 ,Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100,3.98,10159,https://images.gr-assets.com/books/1320504811m/8492907.jpg,https://images.gr-assets.com/books/1320504811s/8492907.jpg,815158,815158,2028676,12,525456074,9.78E+12,7928,11605
Jennifer Lynn Barnes,2013,The Naturals,"The Naturals (The Naturals, #1)",4.16,16704,https://images.gr-assets.com/books/1374862751m/13597723.jpg,https://images.gr-assets.com/books/1374862751s/13597723.jpg,23731881,23731881,43264515,6,316369152,9.78E+12,7929,18010
"Hergé, Leslie Lonsdale-Cooper, Michael Turner",1960,,"Tintin in Tibet (Tintin, #20)",4.2,10146,https://images.gr-assets.com/books/1327958643m/87425.jpg,https://images.gr-assets.com/books/1327958643s/87425.jpg,17401198,16244754,18281165,26,,,7930,11739
"Henning Mankell, Ebba Segerberg",1997,Brandvägg,"Firewall (Wallander, #8)",3.95,10138,https://images.gr-assets.com/books/1341858941m/39798.jpg,https://images.gr-assets.com/books/1341858941s/39798.jpg,6145711,6145711,6324599,22,,9.78E+12,7931,12414
Ken Akamatsu,1999,ラブひな #1,"Love Hina, Vol. 01",3.73,10926,https://images.gr-assets.com/books/1324954179m/1015311.jpg,https://images.gr-assets.com/books/1324954179s/1015311.jpg,144793,144793,1808566,52,312983220,9.78E+12,7932,11046
Jeff Wheeler,2011,The Wretched of Muirwood,"The Wretched of Muirwood (Legends of Muirwood, #1)",3.97,6029,https://images.gr-assets.com/books/1356123105m/15954540.jpg,https://images.gr-assets.com/books/1356123105s/15954540.jpg,20797535,20797535,40138964,19,,,7933,13068
Terry Pratchett,2015,The Shepherd's Crown,"The Shepherd's Crown (Discworld, #41; Tiffany Aching, #5)",4.34,9134,https://images.gr-assets.com/books/1433600285m/22886868.jpg,https://images.gr-assets.com/books/1433600285s/22886868.jpg,77368,77368,2984336,24,441008658,9.78E+12,7934,13799
"Elizabeth Gaskell, Shirley Foster",1848,Mary Barton,Mary Barton,3.7,11742,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13634927,13634927,19245708,9,,,7935,13179
Joseph Conrad,1904,Nostromo: a Tale of the Seaboard,Nostromo,3.81,11478,https://images.gr-assets.com/books/1328865264m/115476.jpg,https://images.gr-assets.com/books/1328865264s/115476.jpg,21843117,21843117,41113081,10,,9.78E+12,7936,12681
Ellen Marie Wiseman,2012,The Plum Tree,The Plum Tree,4.02,8479,https://images.gr-assets.com/books/1339438508m/13333093.jpg,https://images.gr-assets.com/books/1339438508s/13333093.jpg,13562054,13562054,19137273,4,9770931357,9.79E+12,7937,10909
Michael J. Sullivan,2008,The Crown Conspiracy,"The Crown Conspiracy (The Riyria Revelations, #1)",4.15,12198,https://images.gr-assets.com/books/1313141264m/4345290.jpg,https://images.gr-assets.com/books/1313141264s/4345290.jpg,13037558,13037558,21456496,8,316097462,9.78E+12,7938,13127
Sherrilyn Kenyon,2013,Styxx,"Styxx (Dark-Hunter, #22)",4.58,14344,https://images.gr-assets.com/books/1359269406m/15767586.jpg,https://images.gr-assets.com/books/1359269406s/15767586.jpg,19090384,19090384,21910727,13,1625173431,9.78E+12,7939,16857
"Honoré de Balzac, Sylvia Raphael, Christopher Prendergast",1833,Eugénie Grandet,Eugénie Grandet,3.79,11028,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2977487,2977487,3007852,32,758216432,9.78E+12,7940,13280
"Arnaldur Indriðason, Bernard Scudder",2001,Grafarþögn,Silence of the Grave (Inspector Erlendur #4),3.94,8918,https://images.gr-assets.com/books/1316131788m/82991.jpg,https://images.gr-assets.com/books/1316131788s/82991.jpg,241936,241936,2046826,51,345451902,9.78E+12,7941,12145
April Henry,2010,"Girl, Stolen","Girl, Stolen (Girl, Stolen #1)",3.99,13108,https://images.gr-assets.com/books/1316730155m/7906105.jpg,https://images.gr-assets.com/books/1316730155s/7906105.jpg,48304,48304,47257,5,1569242739,9.78E+12,7942,13945
Obert Skye,2007,"Leven Thumps and the Eyes of the Want (Leven Thumps, #3)","Leven Thumps and the Eyes of the Want (Leven Thumps, #3)",3.97,11192,https://images.gr-assets.com/books/1414559844m/1211904.jpg,https://images.gr-assets.com/books/1414559844s/1211904.jpg,522471,522471,510354,30,142404241,9.78E+12,7943,11530
"Bill O'Reilly, Martin Dugard",2015,Killing Reagan,Killing Reagan: The Violent Assault That Changed a Presidency,4.08,9794,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,16061734,16061734,19176680,30,670025488,9.78E+12,7944,10919
"Russell Hoban, Lillian Hoban",1970,A Bargain for Frances,A Bargain for Frances,4.25,13135,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7025086,7025086,7272274,3,785135820,9.78E+12,7945,13323
J.D. Robb,2013,Calculated in Death,"Calculated in Death (In Death, #36)",4.23,12807,https://images.gr-assets.com/books/1346079575m/15806231.jpg,https://images.gr-assets.com/books/1346079575s/15806231.jpg,39926,39926,836516,43,60512180,9.78E+12,7946,16402
Maggie Nelson,2015,The Argonauts,The Argonauts,3.99,11925,https://images.gr-assets.com/books/1410981835m/22929741.jpg,https://images.gr-assets.com/books/1410981835s/22929741.jpg,5031805,5031805,40769318,96,1433502410,9.78E+12,7947,13249
Dominic Smith,2016,The Last Painting of Sara de Vos,The Last Painting of Sara de Vos,3.83,12029,https://images.gr-assets.com/books/1494524049m/25664459.jpg,https://images.gr-assets.com/books/1494524049s/25664459.jpg,16150119,12109463,16805777,12,,,7948,16421
Louise Jensen,2016,The Sister,The Sister,3.77,11603,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,315578,315578,330158,49,1559702028,9.78E+12,7949,21116
David Shannon,2002,Duck On A Bike,Duck On A Bike,4.06,12461,https://images.gr-assets.com/books/1328870602m/920780.jpg,https://images.gr-assets.com/books/1328870602s/920780.jpg,2358737,2358737,2365504,49,374166854,9.78E+12,7950,12554
Jennifer A. Nielsen,2014,The Shadow Throne,"The Shadow Throne (The Ascendance Trilogy, #3)",4.23,15731,https://images.gr-assets.com/books/1395418016m/17667561.jpg,https://images.gr-assets.com/books/1395418016s/17667561.jpg,825576,825576,334487,23,307021106,9.78E+12,7951,16729
Paul Auster,1985,City of Glass,"City of Glass (The New York Trilogy, #1)",3.81,10157,https://images.gr-assets.com/books/1309986722m/432.jpg,https://images.gr-assets.com/books/1309986722s/432.jpg,2183,2183,314156,322,140447970,9.78E+12,7952,11176
L.M. Montgomery,1925,Emily Climbs,"Emily Climbs (Emily, #2)",4.14,15498,https://images.gr-assets.com/books/1403189071m/773514.jpg,https://images.gr-assets.com/books/1403189071s/773514.jpg,7775841,7775841,10682678,11,1439157995,9.78E+12,7953,17033
Ilona Andrews,2014,Burn For Me,"Burn for Me (Hidden Legacy, #1)",4.34,17853,https://images.gr-assets.com/books/1396368355m/20705702.jpg,https://images.gr-assets.com/books/1396368355s/20705702.jpg,17455541,17455541,24346221,9,,,7954,22064
"Matsuri Hino, Tomo Kimura",2006,ヴァンパイア騎士 4,"Vampire Knight, Vol. 4 (Vampire Knight, #4)",4.31,13515,https://images.gr-assets.com/books/1318835401m/1898916.jpg,https://images.gr-assets.com/books/1318835401s/1898916.jpg,1242729,1242729,2071020,2,9793600691,9.79E+12,7955,13718
Ellen Stoll Walsh,1989,Mouse Paint,Mouse Paint,4.15,12839,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,16301111,16301111,19927826,6,,,7956,13155
L.D. Davis,2012,,"Accidentally on Purpose (Accidentally on Purpose, #1)",3.94,16958,https://images.gr-assets.com/books/1465749207m/13601550.jpg,https://images.gr-assets.com/books/1465749207s/13601550.jpg,12027429,12027429,16993521,17,778314189,9.78E+12,7957,17092
Robert Muchamore,2005,The Killing (Cherub #4),"The Killing (Cherub, #4)",4.12,11584,https://images.gr-assets.com/books/1409557087m/828483.jpg,https://images.gr-assets.com/books/1409557087s/828483.jpg,11889938,11889938,16848889,41,399158278,9.78E+12,7958,12355
Harlan Coben,1999,Darkest Fear,Darkest Fear (Myron Bolitar #7),4.03,10955,https://images.gr-assets.com/books/1315745037m/43929.jpg,https://images.gr-assets.com/books/1315745037s/43929.jpg,56066,56066,2317186,20,60564679,9.78E+12,7959,14064
"Jamie Delano, John Ridgway, Alfredo Alcalá",1988,"John Constantine, Hellblazer: Volume 1: Original Sins",Hellblazer: Original Sins,4.1,12881,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13925,13925,2271292,38,765345013,9.78E+12,7960,12992
Jonathan Renshaw,2015,Dawn of Wonder,"Dawn of Wonder (The Wakening, #1)",4.36,12166,https://images.gr-assets.com/books/1450681609m/25451852.jpg,https://images.gr-assets.com/books/1450681609s/25451852.jpg,84552,84552,3334006,48,451458621,9.78E+12,7961,12358
J.D. Robb,2012,Celebrity in Death,"Celebrity in Death (In Death, #34)",4.28,13182,https://images.gr-assets.com/books/1328318908m/13007638.jpg,https://images.gr-assets.com/books/1328318908s/13007638.jpg,17407233,17407233,21489886,30,,,7962,17472
"Walter Moers, John Brownjohn",1999,Die 13½ Leben des Käpt'n Blaubär ,"The 13½ Lives of Captain Bluebear (Zamonia, #1)",4.2,10560,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,88514,88514,2205765,77,1400030269,9.78E+12,7963,13552
Raymond Briggs,1978,The Snowman,The Snowman,4.28,13496,https://images.gr-assets.com/books/1355497688m/489972.jpg,https://images.gr-assets.com/books/1355497688s/489972.jpg,15801967,15801967,21525361,36,1451686579,9.78E+12,7964,13726
John Updike,1971,Rabbit Redux,Rabbit Redux (Rabbit Angstrom #2),3.79,11051,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,122211,122211,939528,19,451209133,9.78E+12,7965,11727
Winston Graham,1945,Ross Poldark,"Ross Poldark (Poldark, #1)",4.11,5990,https://images.gr-assets.com/books/1360785361m/194618.jpg,https://images.gr-assets.com/books/1360785361s/194618.jpg,877752,877752,2267601,15,159532402X,9.78E+12,7966,13540
Gregg Hurwitz,2016,Orphan X,"Orphan X (Orphan X, #1)",4.08,10320,https://images.gr-assets.com/books/1435262799m/25663888.jpg,https://images.gr-assets.com/books/1435262799s/25663888.jpg,1173576,1173576,1161341,37,61438294,9.78E+12,7967,14983
Bella Andre,2011,The Look of Love,"The Look of Love (San Francisco Sullivans, #1; The Sullivans, #1)",3.87,18776,https://images.gr-assets.com/books/1398783845m/11757975.jpg,https://images.gr-assets.com/books/1398783845s/11757975.jpg,114152,114152,671758,63,515142891,9.78E+12,7968,19622
Stephen King,2010,Blockade Billy,Blockade Billy,3.4,12179,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,84351,84351,2950861,36,045121742X,9.78E+12,7969,14450
